,CaseType,CaseWorkclass,CaseStatus,IssueDate,ApplyDate,ExpireDate,FinalDate,AddressLine1,AddressLine2,AddressLine3,PostalCode,Description,Year
46254,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Solar Panel [Roof-Mounted] Expedited,Issued,2024-02-21T22:32:10Z,2024-02-14 14:33:33.153000+00:00,2024-09-16T19:29:19Z,,3187,Otter Creek,,48105,"Furnish and install Tesla Powerwall with 13.5 kWh storage system with 12
circuits powered during an outage. No large 240-volt circuits.
Battery to be located in garage.
Connected to existing 7.6 kw PV system",2024.0
46255,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Solar Panel [Roof-Mounted] Expedited,Issued,2024-02-21T22:31:06Z,2024-02-14 14:57:24.160000+00:00,2024-10-15T19:05:04Z,,2270,Chaucer,,48103,"Furnish and install Tesla Powerwall with 13.5 kWh storage system with
10 circuits powered during an outage. Connected to existing 10kw PV system",2024.0
46256,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Solar Panel [Roof-Mounted] Expedited,Issued,2024-02-21T22:30:15Z,2024-02-14 15:18:45.633000+00:00,2024-09-23T19:06:06Z,,3107,Foxway,,48105,"Tesla Powerwall 13.5kWh system with 12 circuit load center (basic items only and
well if applicable, no larger 240v equipment) connected to existing 4.29 PV system",2024.0
46500,Building (Commercial) - Solar - Ground/Roof,Solar - Ground/Roof,Issued,2024-03-01T10:47:39Z,2024-02-20 16:19:30.037000+00:00,2024-09-30T14:45:35Z,,3000,Fuller,,48105,18.19 kW Both Roof and Ground Mount Array,2024.0
46573,Electrical (Commercial) - Solar - Ground/Roof,Solar [Ground/Roof],Final,2024-03-13T08:51:50Z,2024-02-19 17:14:12.217000+00:00,2024-09-30T14:45:35Z,2024-04-05T04:00:00Z,3000,Fuller,,48105,18.19 kW Roof and Ground Mount Array,2024.0
46585,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Solar Panel [Roof-Mounted] Expedited,Issued,2024-02-21T22:34:39Z,2024-02-14 13:23:46.287000+00:00,2024-10-22T13:40:35Z,,2136,Amelia,,48104,"Furnish and install Tesla Powerwall with 13.5 kWh Storage syatem with 12 circuits powered during and outage (no large 240v circuits).

Furnish and install 6 400-watt Q Cell solar panels to be connected to existing system",2024.0
46587,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Solar Panel [Roof-Mounted] Expedited,Issued,2024-02-24T11:45:12Z,2024-02-14 13:46:29.197000+00:00,2024-09-16T19:28:56Z,,1899,Upland,,48105,"Furnish and install Tesla Powerwall with 13.5 kWh storage system with 12
circuits powered during an outage. No large 240-volt circuits can be
powered by Powerwall during an outage. Added to existing 10Kw ground mounted solar panel system.",2024.0
46588,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Solar Panel [Roof-Mounted] Expedited,Issued,2024-02-21T22:33:21Z,2024-02-14 14:04:28.150000+00:00,2024-10-22T21:07:03Z,,1314,Algonac,,48103,Add Tesla Powerwall to existing PV system,2024.0
46590,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Solar Panel [Roof-Mounted] Expedited,Issued,2024-02-21T22:32:10Z,2024-02-14 14:33:33.153000+00:00,2024-09-16T19:29:19Z,,3187,Otter Creek,,48105,"Furnish and install Tesla Powerwall with 13.5 kWh storage system with 12
circuits powered during an outage. No large 240-volt circuits.
Battery to be located in garage.
Connected to existing 7.6 kw PV system",2024.0
46591,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Solar Panel [Roof-Mounted] Expedited,Issued,2024-02-21T22:31:06Z,2024-02-14 14:57:24.160000+00:00,2024-10-15T19:05:04Z,,2270,Chaucer,,48103,"Furnish and install Tesla Powerwall with 13.5 kWh storage system with
10 circuits powered during an outage. Connected to existing 10kw PV system",2024.0
46592,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Solar Panel [Roof-Mounted] Expedited,Issued,2024-02-21T22:30:15Z,2024-02-14 15:18:45.633000+00:00,2024-09-23T19:06:06Z,,3107,Foxway,,48105,"Tesla Powerwall 13.5kWh system with 12 circuit load center (basic items only and
well if applicable, no larger 240v equipment) connected to existing 4.29 PV system",2024.0
46603,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Solar Panel [Roof-Mounted] Expedited,Issued,2024-02-21T22:30:05Z,2024-02-15 12:35:56.377000+00:00,2024-10-15T17:42:28Z,,1365,Folkstone,,48105,Furnish and install Tesla Powerwall with 13.5 kWh storage system with 12 circuits powered during an outage. No large 240v circuits can be placed in the battery backup panel. Connect to existing PV system.,2024.0
46604,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Solar Panel [Roof-Mounted] Expedited,Issued,2024-02-21T22:29:56Z,2024-02-15 12:49:18.170000+00:00,2024-09-24T15:43:46Z,,402,Colin,,48103,"Furnish and install Tesla Powerwall with 13.5 kWh storage system with
12 circuits powered during an outage. Connect to existing PV system",2024.0
46605,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Solar Panel [Roof-Mounted] Expedited,Final,2024-03-03T20:49:38Z,2024-02-15 14:07:08.437000+00:00,2024-10-15T16:07:56Z,2024-04-21T04:00:00Z,3092,Bluett,,48105,"Furnish and install Tesla Powerwall with 13.5 kWh storage system with
12vcircuits powered during an outage (240v circuits not backed up by
batter).
Connect to existing PV system",2024.0
46615,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Solar Panel [Roof-Mounted] Expedited,Issued,2024-03-15T09:46:32Z,2024-02-15 21:34:26.093000+00:00,2024-09-11T09:45:30Z,,1303,Brooks,,48103,"Installing solar panels on the roof, in the basement installing the inverter and battery.",2024.0
46621,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Solar Panel [Roof-Mounted] Expedited,Final,2024-02-24T11:44:46Z,2024-02-16 17:48:47.313000+00:00,2024-10-07T19:13:42Z,2024-04-14T04:00:00Z,711,Amherst,,48105,8.4 kW Array,2024.0
46625,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Solar Panel [Roof-Mounted] Expedited,Issued,2024-02-24T11:45:18Z,2024-02-16 20:27:30.467000+00:00,2024-10-22T14:09:08Z,,2215,Yorktown,,48105,"NEW BATTERY ADD-ON
EXISTING PV SYSTEM: 8.400 kWp",2024.0
46646,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Solar Panel [Roof-Mounted] Expedited,Issued,2024-02-24T11:44:52Z,2024-02-19 19:03:20.660000+00:00,2024-10-23T15:38:52Z,,2944,Philadelphia,,48103,"Furnish and install Tesla Powerwall with 13.5 kWh storage system with 12
circuits powered during an outage. NO large 240-volt circuits on back up. Connected to existing PV system",2024.0
46655,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Solar Panel [Roof-Mounted] Expedited,Final,2024-02-24T11:45:25Z,2024-02-20 12:55:10.153000+00:00,2024-09-23T14:44:15Z,2024-04-03T04:00:00Z,1207,Van Dusen,,48103,NEW 5KW / 13.5KWH BATTERY SYSTEM EXISTING PV SYSTEM 5.760 kWp - ELLIS RESIDENCE,2024.0
46657,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Solar Panel [Roof-Mounted] Expedited,Issued,2024-02-24T11:44:59Z,2024-02-20 13:24:18.120000+00:00,2024-09-24T15:44:44Z,,2091,Ascot,,48103,Tesla Powerwall 13.5kWh system with 12 circuit load center connected to existing PV system,2024.0
46658,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Solar Panel [Roof-Mounted] Expedited,Fees Due,2024-02-24T11:45:33Z,2024-02-20 13:49:56.033000+00:00,2024-11-12T20:17:16Z,,802,Mt Vernon,,48103,Tesla Powerwall 13.5kWh system with 12 circuit load center connected to existing PV system,2024.0
46664,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Solar Panel [Roof-Mounted] Expedited,Final,2024-03-19T09:25:16Z,2024-02-20 15:34:13.010000+00:00,2024-10-07T13:23:12Z,2024-04-13T04:00:00Z,1002,Granger,,48104,"Basic grid tie system, no batteries. Add 20 modules to south roof.",2024.0
46674,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Solar Panel [Roof-Mounted] Expedited,Final,2024-03-03T20:50:15Z,2024-02-20 19:50:18.260000+00:00,2024-10-16T13:37:50Z,2024-04-20T04:00:00Z,1243,Marlborough,,48104,"Furnish and install Tesla Powerwall with 13.5 kWh storage system with
whole house Gateway. Connected to existing PV System",2024.0
46687,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Solar Panel [Roof-Mounted] Expedited,Issued,2024-03-03T20:49:46Z,2024-02-21 14:34:06.603000+00:00,2024-10-15T19:05:33Z,,1449,Morehead,,48103,13.5kw battery attached to existing solar PV system,2024.0
46705,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Solar Panel [Roof-Mounted] Expedited,Final,2024-03-03T20:50:24Z,2024-02-21 18:06:35.310000+00:00,2024-10-15T14:39:04Z,2024-04-19T04:00:00Z,2618,Patricia,,48103,Add Battery backup to existing PV system,2024.0
47164,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Solar Panel [Roof-Mounted] Expedited,Issued,2024-03-03T20:49:46Z,2024-02-21 14:34:06.603000+00:00,2024-10-15T19:05:33Z,,1449,Morehead,,48103,13.5kw battery attached to existing solar PV system,2024.0
47182,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Solar Panel [Roof-Mounted] Expedited,Final,2024-03-03T20:50:24Z,2024-02-21 18:06:35.310000+00:00,2024-10-15T14:39:04Z,2024-04-19T04:00:00Z,2618,Patricia,,48103,Add Battery backup to existing PV system,2024.0
47207,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Solar Panel [Roof-Mounted] Expedited,Final,2024-03-03T20:49:55Z,2024-02-22 17:13:54.090000+00:00,2024-09-30T16:27:16Z,2024-04-04T04:00:00Z,2111,Melrose,,48104,Install 6.48kw PV system,2024.0
47218,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Solar Panel [Roof-Mounted] Expedited,Final,2024-03-03T20:50:34Z,2024-02-23 15:01:29.360000+00:00,2024-09-30T13:52:01Z,2024-04-07T04:00:00Z,1807,Palomar,,48103,Installation of (8) solar panels on the existing roof of the home.,2024.0
47230,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Solar Panel [Roof-Mounted] Expedited,Issued,2024-04-18T21:37:31Z,2024-02-26 14:03:35.037000+00:00,2024-10-15T21:37:29Z,,2834,Elmwood,,48104,Adding 2.8KW (3 panels) and a 9kwh battery to an existing PV system.,2024.0
47265,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Solar Panel [Roof-Mounted] Expedited,Final,2024-03-15T09:46:58Z,2024-02-28 18:13:21.613000+00:00,2024-10-07T13:37:36Z,2024-04-13T04:00:00Z,1642,Sheridan,,48104,Installing 35 roof mounted solar panels.,2024.0
47268,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Solar Panel [Roof-Mounted] Expedited,Issued,2024-03-15T09:44:28Z,2024-02-28 20:15:56.653000+00:00,2024-09-11T09:43:58Z,,3004,Geddes,,48104,10 kW roof mount system with battery backup,2024.0
47269,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Solar Panel [Roof-Mounted] Expedited,Final,2024-03-19T20:24:14Z,2024-02-28 21:32:19.647000+00:00,2024-10-28T14:26:35Z,2024-05-04T04:00:00Z,1616,Granger,,48104,10.4 kW roof mount array with battery backup system,2024.0
47658,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Solar Panel [Roof-Mounted] Expedited,Final,2024-03-15T09:46:58Z,2024-02-28 18:13:21.613000+00:00,2024-10-07T13:37:36Z,2024-04-13T04:00:00Z,1642,Sheridan,,48104,Installing 35 roof mounted solar panels.,2024.0
47661,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Solar Panel [Roof-Mounted] Expedited,Issued,2024-03-15T09:44:28Z,2024-02-28 20:15:56.653000+00:00,2024-09-11T09:43:58Z,,3004,Geddes,,48104,10 kW roof mount system with battery backup,2024.0
47662,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Solar Panel [Roof-Mounted] Expedited,Final,2024-03-19T20:24:14Z,2024-02-28 21:32:19.647000+00:00,2024-10-28T14:26:35Z,2024-05-04T04:00:00Z,1616,Granger,,48104,10.4 kW roof mount array with battery backup system,2024.0
47669,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Solar Panel [Roof-Mounted] Expedited,Issued,2024-04-03T20:22:40Z,2024-02-29 14:36:51.503000+00:00,2024-10-28T17:02:36Z,,705,Indianola,,48105,3.735kw solar PV system with battery,2024.0
47697,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Solar Panel [Roof-Mounted] Expedited,Issued,2024-03-15T09:45:49Z,2024-03-01 18:20:59.537000+00:00,2024-09-11T09:45:24Z,,106,Revena,,48103,Installing solar panels on residential roof and installing battery storage,2024.0
47698,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Solar Panel [Roof-Mounted] Expedited,Final,2024-03-28T11:55:24Z,2024-03-01 18:36:01.173000+00:00,2024-10-15T17:39:50Z,2024-04-21T04:00:00Z,1455,Jewett,,48104,Installing solar panels on residential roof.,2024.0
47699,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Solar Panel [Roof-Mounted] Expedited,Final,2024-03-15T09:44:41Z,2024-03-01 20:40:06.230000+00:00,2024-10-07T15:24:55Z,2024-04-19T04:00:00Z,503,Potter,,48103,"13 panel roof top solar 
2 arrays
5 panels east facing 
8 panels west facing",2024.0
48045,Building (Residential) - Solar - Ground,Solar - Ground/Roof,Void,,2024-03-13 20:56:38.170000+00:00,,,1522,Newport Creek,,48103,13.6 kW PV Solar Panel Installation on Roof,2024.0
48164,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Solar Panel [Roof-Mounted] Expedited,Final,2024-04-12T08:39:04Z,2024-03-08 20:31:11.413000+00:00,2024-11-06T17:06:50Z,2024-05-11T04:00:00Z,1221,Crosby,,48103,5.67kW PV solar installation with a 13.5k/w battery,2024.0
48210,Electrical (Residential) - Solar - Ground,Solar [Ground/Roof],Issued,2024-04-25T18:10:41Z,2024-03-13 21:06:41.567000+00:00,2024-10-22T18:10:29Z,,1522,Newport Creek,,48103,13.6 kW PV Solar Panel Installation on Roof,2024.0
48472,Building (Residential) - Solar - Ground,Solar - Ground/Roof,Void,,2024-03-13 20:56:38.170000+00:00,,,1522,Newport Creek,,48103,13.6 kW PV Solar Panel Installation on Roof,2024.0
48682,Electrical (Residential) - Solar - Ground,Solar [Ground/Roof],Issued,2024-04-25T18:10:41Z,2024-03-13 21:06:41.567000+00:00,2024-10-22T18:10:29Z,,1522,Newport Creek,,48103,13.6 kW PV Solar Panel Installation on Roof,2024.0
48695,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Solar Panel [Roof-Mounted] Expedited,Final,2024-04-03T20:22:48Z,2024-03-15 13:21:43.110000+00:00,2024-11-04T15:20:27Z,2024-05-09T04:00:00Z,901,Duncan,,48103,"existing 27 panel roof mounted solar array was never permitted by original installer, we were called in to help with the project wrap up.",2024.0
48715,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Solar Panel [Roof-Mounted] Expedited,Issued,2024-03-28T11:55:55Z,2024-03-18 15:46:32.597000+00:00,2024-09-24T11:55:49Z,,1303,Brooks,,48103,"Installing solar panels on the roof with micro inverters, and 2 batteries in the garage.",2024.0
48716,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Solar Panel [Roof-Mounted] Expedited,Issued,2024-03-28T11:56:24Z,2024-03-18 16:33:01.007000+00:00,2024-09-24T11:56:19Z,,1525,Harding,,48104,Installing solar panels on the roof with 17 micro inverters,2024.0
48724,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Solar Panel [Roof-Mounted] Expedited,Issued,2024-03-28T11:56:09Z,2024-03-18 23:04:03.260000+00:00,2024-10-01T18:08:14Z,,2292,Greenway,,48104,Install 36ea - 440W Solar Panels and 20kWh of Battery Storage,2024.0
48739,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Solar Panel [Roof-Mounted] Expedited,Issued,2024-03-28T11:56:33Z,2024-03-20 17:49:18.020000+00:00,2024-09-24T11:56:29Z,,1192,Westport,,48103,Relocation of two solar panels to another location on the roof,2024.0
49226,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Solar Panel [Roof-Mounted] Expedited,Issued,2024-03-28T11:56:33Z,2024-03-20 17:49:18.020000+00:00,2024-09-24T11:56:29Z,,1192,Westport,,48103,Relocation of two solar panels to another location on the roof,2024.0
49234,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Solar Panel [Roof-Mounted] Expedited,Issued,2024-04-12T08:42:37Z,2024-03-21 14:58:04.463000+00:00,2024-10-09T08:42:29Z,,1914,Day,,48104,Flush mount solar on 4 roof surfaces.,2024.0
49259,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Solar Panel [Roof-Mounted] Expedited,Issued,2024-04-03T20:22:55Z,2024-03-22 19:19:49.050000+00:00,2024-09-30T20:22:52Z,,2602,Salisbury,,48103,Adding 3.48kW worth of solar panels to an existing system and an additional battery to the existing battery bank.,2024.0
49272,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Solar Panel [Roof-Mounted] Expedited,Issued,2024-04-12T08:37:52Z,2024-03-25 19:45:10.333000+00:00,2024-10-09T08:37:46Z,,2128,Champagne,,48108,Addition of 1.64kW roof mount solar and  battery,2024.0
49275,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Solar Panel [Roof-Mounted] Expedited,Issued,2024-04-12T08:41:58Z,2024-03-26 12:40:19.507000+00:00,2024-10-09T08:41:37Z,,2290,Greenway,,48104,36ea - MSolar 440W Solar Panels + 20kWh Sonnen Core+ Battery Storage,2024.0
49278,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Solar Panel [Roof-Mounted] Expedited,Issued,2024-04-12T08:38:16Z,2024-03-26 13:50:20.120000+00:00,2024-10-09T08:37:56Z,,2286,Greenway,,48104,36ea - MSolar 440w Panels + 20kWh of Sonnen Core+ Battery Storage,2024.0
49279,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Solar Panel [Roof-Mounted] Expedited,Issued,2024-04-12T08:42:11Z,2024-03-26 13:58:11.243000+00:00,2024-10-09T08:42:02Z,,2284,Greenway,,48104,36ea - MSolar 440W Solar Panels + 20 kWh Sonnen Core+ Battery Storage,2024.0
49290,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Solar Panel [Roof-Mounted] Expedited,Issued,2024-04-12T08:38:31Z,2024-03-26 20:25:44.027000+00:00,2024-10-09T08:38:23Z,,2280,Greenway,,48104,36EA - MSolar 440W Solar Panels and 20kWh Battery Storage,2024.0
49291,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Solar Panel [Roof-Mounted] Expedited,Issued,2024-04-12T08:42:23Z,2024-03-26 20:28:58.217000+00:00,2024-10-09T08:42:15Z,,2278,Greenway,,48104,36EA - MSolar 440W Solar Panels and 20kWh Battery Storage,2024.0
49661,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Solar Panel [Roof-Mounted] Expedited,Issued,2024-04-12T08:40:00Z,2024-03-29 13:20:45.127000+00:00,2024-10-09T08:39:54Z,,2328,Fernwood,,48104,4.8 kW PV Solar Panel Installation on Roof,2024.0
49663,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Solar Panel [Roof-Mounted] Expedited,Issued,2024-04-12T08:42:47Z,2024-03-29 16:10:33.357000+00:00,2024-10-09T08:42:41Z,,1530,Barnard,,48103,"Installing solar panels on the roof, solar disconnect and tesla gateway will be outside by electric meter, tesla powerwall 3 will be in the garage.",2024.0
49664,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Solar Panel [Roof-Mounted] Expedited,Issued,2024-04-12T08:40:11Z,2024-03-29 16:51:30.133000+00:00,2024-10-09T08:40:06Z,,1135,Martin,,48104,"Installing solar panels on roof, solar and battery disconnects outside by meter, batteries will be in the garage.",2024.0
50077,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Solar Panel [Roof-Mounted] Expedited,In Review,2024-04-12T08:42:58Z,2024-04-04 14:51:36.423000+00:00,2024-10-09T08:42:52Z,,2240,Belmont,,48104,Installing 33 roof mounted solar panels.,2024.0
50084,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Solar Panel [Roof-Mounted] Expedited,Issued,2024-04-12T08:40:25Z,2024-04-04 20:49:04.097000+00:00,2024-10-09T08:40:19Z,,1304,Brooks,,48103,17.2kW Roof Mount Array,2024.0
50099,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Solar Panel [Roof-Mounted] Expedited,Requires Resubmit,,2024-04-05 19:38:56.597000+00:00,,,428,Spring,,48103,8.0kW Roof mount array,2024.0
50133,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Solar Panel [Roof-Mounted] Expedited,Issued,2024-04-17T11:25:48Z,2024-04-10 21:26:25.170000+00:00,2024-10-15T11:25:44Z,,730,Dartmoor,,48103,4.8 kW Array with battery,2024.0
50536,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Solar Panel [Roof-Mounted] Expedited,Issued,2024-04-17T11:25:48Z,2024-04-10 21:26:25.170000+00:00,2024-10-15T11:25:44Z,,730,Dartmoor,,48103,4.8 kW Array with battery,2024.0
50549,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Solar Panel [Roof-Mounted] Expedited,Issued,2024-05-08T18:36:04Z,2024-04-12 13:00:14.180000+00:00,2024-11-04T19:36:00Z,,1245,Morehead,,48103,"Installing 14 solar panels and 14 micro inverters on roof. Doing a load side tap installing Tesla back up gateway, critical loads panel and 1 powerwall 3 battery.",2024.0
50550,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Solar Panel [Roof-Mounted] Expedited,Issued,2024-04-17T11:25:55Z,2024-04-12 13:29:32.160000+00:00,2024-10-15T11:25:52Z,,1510,Traver,,48105,Installing 18 solar panels and 18 micro inverters on the roof.,2024.0
50552,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Solar Panel [Roof-Mounted] Expedited,Issued,2024-04-17T11:26:04Z,2024-04-12 14:31:45.247000+00:00,2024-10-15T11:26:00Z,,2996,Briarcliff,,48105,Installing 23 solar panels and 23 micro inverters on roof. Doing a load side tap for the solar.,2024.0
50554,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Solar Panel [Roof-Mounted] Expedited,Issued,2024-05-14T17:32:34Z,2024-04-12 16:25:10.317000+00:00,2024-11-12T19:08:02Z,,2270,Greenway,,48104,36EA - MSolar 440W Solar Panels and 20kWh Battery Storage,2024.0
50555,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Solar Panel [Roof-Mounted] Expedited,Issued,2024-05-14T17:28:39Z,2024-04-12 16:29:51.057000+00:00,2024-11-12T18:27:12Z,,2272,Greenway,,48104,36EA - MSolar 440W Solar Panels and 20kWh Battery Storage,2024.0
50556,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Solar Panel [Roof-Mounted] Expedited,Issued,2024-05-14T17:33:15Z,2024-04-12 16:37:46.317000+00:00,2024-11-12T18:32:42Z,,2274,Greenway,,48104,36EA - MSolar 440W Solar Panels and 20kWh Battery Storage,2024.0
50579,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Solar Panel [Roof-Mounted] Expedited,Issued,2024-04-25T14:36:45Z,2024-04-16 13:35:43.177000+00:00,2024-11-05T19:03:43Z,,1520,Linwood,,48103,Installing 20 roof mounted solar panels. (# of panels revised 4/29/24).,2024.0
50597,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Solar Panel [Roof-Mounted] Expedited,Issued,2024-04-29T18:45:51Z,2024-04-17 12:40:06.143000+00:00,2024-10-28T18:45:48Z,,1601,Leaird,,48105,Installing 25 roof mounted solar panels.,2024.0
50601,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Solar Panel [Roof-Mounted] Expedited,Issued,2024-04-29T18:45:14Z,2024-04-17 13:36:56.190000+00:00,2024-10-28T18:45:07Z,,3930,Ridgmaar,,48105,"Installation of (14) solar panels with microinverters, (1) home energy storage system and (1) surge arrestor.",2024.0
50608,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Solar Panel [Roof-Mounted] Expedited,Issued,2024-04-29T18:45:59Z,2024-04-17 15:41:11.100000+00:00,2024-10-28T18:45:55Z,,2291,Medford,,48104,Installing solar panels on roof of residential home.,2024.0
50610,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Solar Panel [Roof-Mounted] Expedited,Issued,2024-04-29T18:45:24Z,2024-04-17 17:24:44.317000+00:00,2024-10-28T18:45:21Z,,1624,Brooklyn,,48104,Installing solar panels on roof. Installing Enphase battery (qty 1),2024.0
51010,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Solar Panel [Roof-Mounted] Expedited,Issued,2024-04-29T18:45:51Z,2024-04-17 12:40:06.143000+00:00,2024-10-28T18:45:48Z,,1601,Leaird,,48105,Installing 25 roof mounted solar panels.,2024.0
51014,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Solar Panel [Roof-Mounted] Expedited,Issued,2024-04-29T18:45:14Z,2024-04-17 13:36:56.190000+00:00,2024-10-28T18:45:07Z,,3930,Ridgmaar,,48105,"Installation of (14) solar panels with microinverters, (1) home energy storage system and (1) surge arrestor.",2024.0
51021,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Solar Panel [Roof-Mounted] Expedited,Issued,2024-04-29T18:45:59Z,2024-04-17 15:41:11.100000+00:00,2024-10-28T18:45:55Z,,2291,Medford,,48104,Installing solar panels on roof of residential home.,2024.0
51023,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Solar Panel [Roof-Mounted] Expedited,Issued,2024-04-29T18:45:24Z,2024-04-17 17:24:44.317000+00:00,2024-10-28T18:45:21Z,,1624,Brooklyn,,48104,Installing solar panels on roof. Installing Enphase battery (qty 1),2024.0
51032,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Solar Panel [Roof-Mounted] Expedited,Issued,2024-04-29T18:46:17Z,2024-04-18 14:19:59.397000+00:00,2024-10-28T18:46:12Z,,2030,Delaware,,48103,Installing 24 roof mounted solar panels.,2024.0
51036,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Solar Panel [Roof-Mounted] Expedited,Issued,2024-04-29T18:45:42Z,2024-04-18 16:19:14.267000+00:00,2024-10-28T18:45:37Z,,839,Bruce,,48103,Installing 21 solar panels and micro inverters on the roof.,2024.0
51037,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Solar Panel [Roof-Mounted] Expedited,Issued,2024-05-08T18:38:09Z,2024-04-18 16:42:18.070000+00:00,2024-11-04T19:38:05Z,,420,Parkwood,,48103,"Installing 24 solar panels and micro inverters on house and detached garage.
Installing 2 batteries in the garage.",2024.0
51043,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Solar Panel [Roof-Mounted] Expedited,Issued,2024-05-08T18:36:13Z,2024-04-19 17:40:14.223000+00:00,2024-11-04T19:36:10Z,,2511,Shadowood,,48108,5.6 kW roof mount array,2024.0
51049,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Solar Panel [Roof-Mounted] Expedited,Issued,2024-05-08T18:38:16Z,2024-04-22 16:34:19.227000+00:00,2024-11-04T19:38:13Z,,1220,Russell,,48103,5.2 kW Roof Mount Array,2024.0
51078,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Solar Panel [Roof-Mounted] Expedited,Issued,2024-05-06T22:18:04Z,2024-04-24 15:34:58.533000+00:00,2024-11-04T23:17:47Z,,1260,Creal,,48103,Installing solar panels on roof of residential home.,2024.0
